client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment
29b8505586cd43382cd695da6b943f401104be710a5b60e814ac5fe7e06b39459cf8fe1701ca83f8154b3ccd749df7c2aef33ff23950bb1a135b1e1c393dbcf6	common_voice_en_41281293.mp3	f17037ded2368b480137e6de57109b67c2c41efb3b8ce03636ef8b3b801b7218	He also contributed to the leading Hebrew and Yiddish papers of his time.		0	2	fourties	female_feminine	Scottish English		en	
79d543138d8b1a49e9c2e74ff9a129bd3f34bd597cff59f8485b011eac15cb6113062d17df49c5b649e4c4793ebce6bb76488cc81bf22a7de0f1a37eaeff9b18	common_voice_en_41289648.mp3	f180243acd5a987bdf21f2ccbaccf7bbe60d9e8babf107361adba6317d854254	It had a dark-blue exterior and interior upholstery in royal blue and gray.		0	2	twenties		United States English		en	
79d543138d8b1a49e9c2e74ff9a129bd3f34bd597cff59f8485b011eac15cb6113062d17df49c5b649e4c4793ebce6bb76488cc81bf22a7de0f1a37eaeff9b18	common_voice_en_41290089.mp3	f17bdf32c554aa97e27e3c80dd8d8fd17ce1fd93adb72ae0c19306a5d51086a2	See Stellar parallax and List of stars in the Hipparcos Catalogue.		0	2	twenties		United States English		en	
79d543138d8b1a49e9c2e74ff9a129bd3f34bd597cff59f8485b011eac15cb6113062d17df49c5b649e4c4793ebce6bb76488cc81bf22a7de0f1a37eaeff9b18	common_voice_en_41290157.mp3	f152e4124b3f7fe07473e0d4ba964d775c9e44119bcc5febdf803876d0541eb9	Four mechanical seals are required to seal the two shafts.		0	2	twenties		United States English		en	
79d543138d8b1a49e9c2e74ff9a129bd3f34bd597cff59f8485b011eac15cb6113062d17df49c5b649e4c4793ebce6bb76488cc81bf22a7de0f1a37eaeff9b18	common_voice_en_41290225.mp3	f1847eeb871607f35784173eb70574bab40beec7878e2abe618e7f7ce2e69bc7	This mountain has a ski resort, a natural area, and an apple orchard.		0	2	twenties		United States English		en	
acd06804f37daf05c705a62ee5b862d3ea1d87a59a8781610bcc0b1002dafabdff80ad68022741c830982dac66243cf733bdc147d47e5c1511d63ae30deab084	common_voice_en_41302490.mp3	f14925cd51684bd4b6660267989d9671550ca58fff7f6115dffd1c1387db6c57	Unaffiliated programming on leased channels rarely appeared.		0	2	twenties		Indian English 		en	
acd06804f37daf05c705a62ee5b862d3ea1d87a59a8781610bcc0b1002dafabdff80ad68022741c830982dac66243cf733bdc147d47e5c1511d63ae30deab084	common_voice_en_41302515.mp3	f183acb6667bb0350773ce5206353f60db7560d4ba44a208eee021bcb81a885c	"Memoirs" differs from previous albums by being more electronics based.		0	2	twenties		Indian English 		en	
79d543138d8b1a49e9c2e74ff9a129bd3f34bd597cff59f8485b011eac15cb6113062d17df49c5b649e4c4793ebce6bb76488cc81bf22a7de0f1a37eaeff9b18	common_voice_en_41369028.mp3	f198da906343239c1d24d238a92465b35af01f29e72a909905bb077e1b2a9796	The release dates listed below are based on the official website.		0	2	twenties		United States English		en	
79d543138d8b1a49e9c2e74ff9a129bd3f34bd597cff59f8485b011eac15cb6113062d17df49c5b649e4c4793ebce6bb76488cc81bf22a7de0f1a37eaeff9b18	common_voice_en_41376860.mp3	f1940ce7ed8831a728d4b7036f0798772aa5fdf222de3bc44501c95b82c0cdf9	Winning candidates are listed in bold.		0	2	twenties		United States English		en	
d8dbca00b43f34583798e3f982b53bfc3f0b015ab5827e1cddb8e307b474fd1e5dd7c89af61dd9dd29744545bb408b1dbba8cb36c1d224c3121fcedc4d13cb6d	common_voice_en_41397558.mp3	54779ab0475b86261671d65bdb96e345557201b8eeae117593b23f30785b96f8	I have not fallen down a staircase before.		1	2					en	
eb515ef9801bcd6ccc94cad1efe9507a40b7831c47a7e4562240d1ebf3a287f07d1e5c71899b594d6a76b938a1345d7822ea8d96f6eb2c76f967f4a431a3fc84	common_voice_en_41485392.mp3	f1e2adffbb6ae3b2a7853cabce5f726aa670e719d2a5060f67deb3ffccc02867	I would not call a sparrow a large creature.		0	2	fourties		United States English		en	
eb515ef9801bcd6ccc94cad1efe9507a40b7831c47a7e4562240d1ebf3a287f07d1e5c71899b594d6a76b938a1345d7822ea8d96f6eb2c76f967f4a431a3fc84	common_voice_en_41485466.mp3	f1f0528ef6684e3ff29addb7732c8029b37808f2a55ab2da0229280d35438c99	Morin was president of the Canadian Union of Public Employees, Sudbury district.		0	2	fourties		United States English		en	
eb515ef9801bcd6ccc94cad1efe9507a40b7831c47a7e4562240d1ebf3a287f07d1e5c71899b594d6a76b938a1345d7822ea8d96f6eb2c76f967f4a431a3fc84	common_voice_en_41485904.mp3	f204a4b49ea1b626da29a3bd55e14e2f96303c87b6ecb501a8d7b98a99f8c4c8	He is the head baseball coach at Radford University.		0	2	fourties		United States English		en	
29b8505586cd43382cd695da6b943f401104be710a5b60e814ac5fe7e06b39459cf8fe1701ca83f8154b3ccd749df7c2aef33ff23950bb1a135b1e1c393dbcf6	common_voice_en_41531602.mp3	f23263d1f82e6be009bdf1ceea41fc9dd5c6017103cfd9710606a69212f92d13	He also recorded for Rich-R-Tone, Hickory Records and Decca.		0	2	fourties	female_feminine	Scottish English		en	
8a3c26f010002e5cab94e77b3a51f3e28430a8014be8cf33a838948d989ff472b746f149755779d34a2da0edd10245539d3d2384fb78db81cffb9c44e3de0471	common_voice_en_41571647.mp3	f26695ae795e2fa2a9f15824c60ce5d72a5d3f061b6842b0b7cb9388e37a06b0	I sensed my chance and embraced the telecom business.		0	3	thirties				en	
f6c85c5e272efa3ff1874ecf7f6bae8cde0973867ae8a83056b97f7950ea74fd5778bfc59e4094546f161c6d823fe82896079784a934566133d2dec05ad19fb3	common_voice_en_41581974.mp3	f27e0ad20d91c050bb25210c1c276de465199e29e4507ccec8d06ad4574efeb3	It is sweetened, strained, and drunk hot.		0	2					en	
e53f224de9f91394e5a7440312efbf5488e98e4048fb9d538d915e3152158a3228ff047218eb3e771d676855d3885c7f6ce59531fc31cc382cf878ed581b473b	common_voice_en_41585207.mp3	f272d19818028278b6720917086528d86455b8ff1c45c33621ed6b4f8188c731	He attended Halifax High School then studied law and was admitted to the bar.		0	2					en	
bf35656a89be5e1cff674565dbf2957250385cfde9d9bca4542c6cd6e935788443e41d4e200f71926398c380c8d38f5b244a59c4b3c34c3557a3761890bdf363	common_voice_en_41605030.mp3	f2bfbe555a8dc5740d3c0c82f6edbac25e0c16128b94c7c5263a483d58f8c08f	The Dodgers then sent in Max Scherzer to pitch the bottom of the ninth.		0	2	sixties	female_feminine	United States English		en	
bf35656a89be5e1cff674565dbf2957250385cfde9d9bca4542c6cd6e935788443e41d4e200f71926398c380c8d38f5b244a59c4b3c34c3557a3761890bdf363	common_voice_en_41633308.mp3	f2cc14611035b15743a8a4e605a244452dc0147c032504ff65e7e01c2470e953	He remained in the Reds starting rotation for three seasons.		0	2	sixties	female_feminine	United States English		en	
dabda54b4ee24378e7f5ccaac4caea6d537bc9da81bbdeaf66588ac10fbe30c352498b7874545dd9a76c16b385852e3bb6f3b21d8cbbde585d02778b4b8c19ff	common_voice_en_41633838.mp3	f2d69de148947308f1e295904765e0353839d84d131ca8b5ba508c9acbc1d70e	Chesterton does not have a parish council but has an annual parish meeting.		0	2	twenties				en	
dabda54b4ee24378e7f5ccaac4caea6d537bc9da81bbdeaf66588ac10fbe30c352498b7874545dd9a76c16b385852e3bb6f3b21d8cbbde585d02778b4b8c19ff	common_voice_en_41633922.mp3	f2dc3de6c607f34ec09495f2240f133cd42340ea7d34ccf67d48491e523cbeec	He fled the island and never returned.		0	2	twenties				en	
bf35656a89be5e1cff674565dbf2957250385cfde9d9bca4542c6cd6e935788443e41d4e200f71926398c380c8d38f5b244a59c4b3c34c3557a3761890bdf363	common_voice_en_41646831.mp3	f2e13cbb3ddbed0b0804b2988bb80b7251a8c33a1512add0bcb373f63c6b5776	Well, dear, how do you like your cousins?		0	2	sixties	female_feminine	United States English		en	
bf35656a89be5e1cff674565dbf2957250385cfde9d9bca4542c6cd6e935788443e41d4e200f71926398c380c8d38f5b244a59c4b3c34c3557a3761890bdf363	common_voice_en_41646993.mp3	f2ee82a5ebc572300f836f742c513812fdb788f12b8fbd6135ecabe05c4d632e	He had no furniture.		0	2	sixties	female_feminine	United States English		en	
5ef21da09d235f86e57aaeb368da7a4f941168ea351b1056cc1b89918332f3d2b8ca9c3ccebdb83d0aafaf1ed4b9ef918ec470ac9431b7574df867d4ec0b8d1d	common_voice_en_41650632.mp3	f2f602db31db6331c723ddd5b2fee901cbeca95f76c007b34f166cf040ed669e	The Ituri district of Orientale was the scene of the Ituri conflict.		0	2					en	
a3bd5a1caa374142001a25bb15578a0ec0a44066fa996448a1c8aa70b44e78c9bfe75a58c36abbec6a7d3fcd314d900dd44bfb9eb27493a865c93e09cab6ed21	common_voice_en_41650839.mp3	f2f5fa05882164d638b9bd70487846dd1bc831c029b18e613dc5469b271abe8b	Sometimes in Evangelist portraits they appear to dictate to the writing evangelist.		0	2	twenties	female_feminine	Japanese English		en	
10a2b24d8a56aff4853f4e63d0822ac1dda1c88e33dc7f4a38e462bfac301088fe8acdc524103d382eba84367de0c32c7deba9208ded0a2dd3f91dee417ad786	common_voice_en_41655054.mp3	f2de92685706d8b183d1a638faf65925f8e2c4655744441b0349e4f8feb99fe2	Many cultures have beliefs on how the earth came to be created.		0	2					en	
8bff445165ea75a63966fed691fb71d6be3629732f4d087275e44af87e4b3a5fd41b13552705a5b80a0c4cb0b432e4d2777c2949408cae6fd31684d5830af860	common_voice_en_41660728.mp3	f32d7a754a66c289bee619233b59b19960805168b1d777c389fbc6635bd322b9	This exodus put enormous pressure on existing urban housing accommodations.		0	2	twenties	female_feminine			en	
a0f22ddad17a8ea1448dd2f22e74915113e4a1ab238f630194e52a1035d99f92a058e7088a07057ee12b4d0ff4e37fa82757c21846014a4723838ebb7772ac49	common_voice_en_41668210.mp3	f2cd4ae5b93a3d25dcbeea15724a71149da4b945516bdc0d8d48460b56b0c4ea	Mascarenhas.		0	2	twenties				en	
ed5ad588b8b1d74da4b8c3e4ec213faf9016928a1362bedbec2873f0ada7ef88784f0a6ec713dcacfdfc57d9b21a0f45379f5f1e07be7bb59c22ecbe8f797460	common_voice_en_41669387.mp3	f367c861aac7a9ac88e6aabb922893a3557a37a1e73e3f76951c20650eb89641	Nothing remains besides the viaduct.		0	2	twenties		United States English		en	
ed5ad588b8b1d74da4b8c3e4ec213faf9016928a1362bedbec2873f0ada7ef88784f0a6ec713dcacfdfc57d9b21a0f45379f5f1e07be7bb59c22ecbe8f797460	common_voice_en_41669397.mp3	f360cd81f02b3e8276c33cf057a086d01f2dafd2ce72e3d905c2fb26a82bb78c	The Ironian dialect is the most widely spoken.		0	2	twenties		United States English		en	
bf35656a89be5e1cff674565dbf2957250385cfde9d9bca4542c6cd6e935788443e41d4e200f71926398c380c8d38f5b244a59c4b3c34c3557a3761890bdf363	common_voice_en_41682462.mp3	f39752dc70c79fe35259f6e620b01c95665aa9a02abe05067bea099211c8beef	The economy of the village is based on Brazil nut extraction.		0	2	sixties	female_feminine	United States English		en	
5ae5be416afdcec70a8535c863610fbe54d12c5cc81a651c7e849f9a020155b32b448d29e95a9bb312f79ebd28657069a63b55e6267371a3855dff988b98cea8	common_voice_en_41684954.mp3	f3b1cd7e06dfceee98b7c0b1d352c6ab6f6433145ebdcc682a6b2c9eb77debce	The events were endorsed by the Australian Council of Trade Unions.		0	2	twenties	female_feminine			en	
7d935f7a620ef2661ef38e3175be2438fd855ff0238c1810145e8427eb530b13b8e0a372993e5124c00609aa8f240f309b53148269c8adc9dffe28705b7e2815	common_voice_en_41688371.mp3	f3c364e1231e690179adb9ac9d052882ca240319dcef506ae1a53b68346097e9	S. P. Somtow has written two sequels to "Vampire Junction", "Valentine" and "Vanitas".		0	2	thirties		United States English		en	
bf35656a89be5e1cff674565dbf2957250385cfde9d9bca4542c6cd6e935788443e41d4e200f71926398c380c8d38f5b244a59c4b3c34c3557a3761890bdf363	common_voice_en_41692037.mp3	f3d676d4f667d31be0352610fc4373be77156fd543b8c8f64bf1d4c8bfb862e3	Years later, as Spanish influence declined, the name was shortened to simply Vancouver Island.		0	2	sixties	female_feminine	United States English		en	
038af35ffb9a4dbef5f5adcf6f1185c91f34883996f9b9e859e35f6665bd623676fc3e0f000b0a096375400a58d6a33be21b01baa57fd29c0145f5ee95df74f0	common_voice_en_41693701.mp3	f390f3c208cfb2abdc755f9b6247449c46bd6364f2fe855c75a9e44ca8a81b88	The American Indians used fire to maintain such areas as rangeland.		0	2	twenties				en	
bf35656a89be5e1cff674565dbf2957250385cfde9d9bca4542c6cd6e935788443e41d4e200f71926398c380c8d38f5b244a59c4b3c34c3557a3761890bdf363	common_voice_en_41696236.mp3	f3ef90c7f9ea4d3693f6f98cc0d6f197aa1345396c6f008214280a8fc551ae5e	Eventually the Gauls decide to register only Asterix and Obelix as competitors.		0	2	sixties	female_feminine	United States English		en	
bf35656a89be5e1cff674565dbf2957250385cfde9d9bca4542c6cd6e935788443e41d4e200f71926398c380c8d38f5b244a59c4b3c34c3557a3761890bdf363	common_voice_en_41696241.mp3	f3fd15db876a711d381ff2abb3a8a05b30406caf80eeb65004f7709e99465bd5	An oracle machine can be conceived as a Turing machine connected to an oracle.		0	2	sixties	female_feminine	United States English		en	
bf35656a89be5e1cff674565dbf2957250385cfde9d9bca4542c6cd6e935788443e41d4e200f71926398c380c8d38f5b244a59c4b3c34c3557a3761890bdf363	common_voice_en_41704511.mp3	f3e0f52e095d9bff9e1462dfa1e898bbf51a0ce8ffff34bbf0310cd7c9131091	It is also called "Chitwa".		0	2	sixties	female_feminine	United States English		en	
f1abdc8c454f149ac08a3f06d850e244fda60f7da571f2f4727f4626323b1641ff894c8877737126911a663ce03fe0db90b0346ee8fc67969722dac92fac661d	common_voice_en_41726756.mp3	035bfe9be640be40fd12ad20f7af22a582c5ef26ca18de5a0e73c49b25bcfad6	Another reason why children might prefer their online lives is the opportunity for escapism.		0	2	teens		United States English		en	
f1abdc8c454f149ac08a3f06d850e244fda60f7da571f2f4727f4626323b1641ff894c8877737126911a663ce03fe0db90b0346ee8fc67969722dac92fac661d	common_voice_en_41726864.mp3	03054e7e6b699211192de7fece77dd0c4ec6e03351b1792ac53a1ab9631f9303	The correct verb to complete the sentence is "require."		0	4	teens		United States English		en	
4b2a29000598be0c211bece71a56c1e8cc56786cef39b9e6abe0223b30b171df7afb5c13cb4bc041fa52b2f87b365fa909395ad045c872a272eebfb2d8fac8c9	common_voice_en_41748060.mp3	f427125f9706c15f37c1375baf3e3786797e9e00883ea2f9bad4bc39e2852798	The founder of the village of Galien was George A. Blakeslee.		0	2	twenties		United States English		en	
4b2a29000598be0c211bece71a56c1e8cc56786cef39b9e6abe0223b30b171df7afb5c13cb4bc041fa52b2f87b365fa909395ad045c872a272eebfb2d8fac8c9	common_voice_en_41748098.mp3	f429b7a67f67e8029d884272ab20da5406e99f2db7d809fff7c7f5aa02b63723	Because a palampore was hand-created, each design is unique.		0	2	twenties		United States English		en	
4b2a29000598be0c211bece71a56c1e8cc56786cef39b9e6abe0223b30b171df7afb5c13cb4bc041fa52b2f87b365fa909395ad045c872a272eebfb2d8fac8c9	common_voice_en_41748352.mp3	f425ba4cfc44fb04246b669111bfa71144f1dd7be8bcb9eda5ea2b57c1b3af79	Alkanethiol protected gold nanoparticles can be precipitated and then redissolved.		0	2	twenties		United States English		en	
dd1a9390c794551c0d308a00a04bc154e84cb255ef093186e68960848a33fb5904562e555ab7b7e87aa1ccc39eb15331dc81eef71ff36e97c71d7132418371aa	common_voice_en_41773769.mp3	f44e3ee3ce3764d6beb31a5f6a14d2571261a24b0bac520199f232f131acdb8f	Madole was influenced by Aryanism and Hinduism.		0	2	twenties				en	
e77de41f69f1cf9c84fdd2ad771e912b63906fd34cafe1010677ae2cb11a9d179a846d19dca119a5862ce5e99b369325d28c9c68f09587ea216599fdda52911b	common_voice_en_41789519.mp3	f454db9d6eef755ae33ed55a58540a4e6602d82dcaf2e1f47d98fe4ae9687825	The freighter continued serving the same general route for the rest of her career.		0	2	teens	female_feminine	United States English		en	
e77de41f69f1cf9c84fdd2ad771e912b63906fd34cafe1010677ae2cb11a9d179a846d19dca119a5862ce5e99b369325d28c9c68f09587ea216599fdda52911b	common_voice_en_41790134.mp3	f45a0c0f04ed765a9d137245b724cdd9e3eb333e734aa530652c78606ba4a302	The bomb, which failed to go off, was discovered by Archbold's gardener.		0	2	teens	female_feminine	United States English		en	
e77de41f69f1cf9c84fdd2ad771e912b63906fd34cafe1010677ae2cb11a9d179a846d19dca119a5862ce5e99b369325d28c9c68f09587ea216599fdda52911b	common_voice_en_41790492.mp3	f44cd6f5f93ef825bf24f890f95a6e05623b634ef0062d0bf7e924f09feffc69	Rus' in the Fire!		0	2	teens	female_feminine	United States English		en	
ab39d51a5031e376663c19cd0014c2db946d31aff52e89df31d1add42dc9666d83dec3e38dd6757ea03b571915301b8d288ba5c1265e66232299a13c165ef627	common_voice_en_41794985.mp3	f455c0246788e5be5e7f6e32fb5a06b8319983ff7560c124a42f5633bc4efced	Pausanius's "Description of Greece" names Damon and Philogenes and Euctemon's children.		0	2	teens				en	
ab39d51a5031e376663c19cd0014c2db946d31aff52e89df31d1add42dc9666d83dec3e38dd6757ea03b571915301b8d288ba5c1265e66232299a13c165ef627	common_voice_en_41794994.mp3	f46b9f984d16867fc184068b34b1c21bc7dae74855dac81f37060e465ca93243	It is also called the nasoturbinal concha and the nasal ridge.		0	2	teens				en	
8fd82c740e74e37fdbe2e6a61d13201a27ae051cefefe3b3ec2072ae32682b97c4e55cc69b4bfdac2cadeb1a6999c89e615369ff251d4bbb1de326e0cd8c7050	common_voice_en_41795273.mp3	f44acfbafada64b8baa8ee6cbbc50f81ab8ffa26ecc76a7a1ad0c51a3c03d1e0	Maprotiline is marketed throughout the world mainly under the brand name Ludiomil.		0	2	twenties		United States English		en	
8fd82c740e74e37fdbe2e6a61d13201a27ae051cefefe3b3ec2072ae32682b97c4e55cc69b4bfdac2cadeb1a6999c89e615369ff251d4bbb1de326e0cd8c7050	common_voice_en_41795307.mp3	f458b698c4ac8da71f0939762cc16f4fe375085c6a28ca6deeb14cd2d149c60e	To this day, the university is shut down at irregular intervals by the government.		0	2	twenties		United States English		en	
0f3de5b7db919e29ce8026336425e6e60104ae4754b6d0eb24be0b1b84c3242f2dcb1baa9f8b7fb1505f2fdcc8655b6a95a0aff3e82a8461d733a2086e11ca91	common_voice_en_41796450.mp3	f4885f11f66f1032c08b44016e65394560492a989a3cafbf8b67f86b068f07bf	Inaccessible until recently, this privately owned island has been turned into an up-market resort.		0	2	teens	female_feminine	England English		en	
0f3de5b7db919e29ce8026336425e6e60104ae4754b6d0eb24be0b1b84c3242f2dcb1baa9f8b7fb1505f2fdcc8655b6a95a0aff3e82a8461d733a2086e11ca91	common_voice_en_41796523.mp3	064473ea28bdcba10a522b6cd36215164e42072ffbf719412b0b111dbb1ebaa3	She was a dreamer and loved the magic of the holiday season.		0	2	teens	female_feminine	England English		en	
e4a17edf8f240a6793fbbc59a72139230e157f7d8ceffb62580e9280145e58f88d9b3f2f387aced13cd6868f758210b4c89de21cf0b185b39266fcad24b6a563	common_voice_en_41796788.mp3	f4786ce99b66f77f366b791be07810ec06277d4decbb891ccefa18d48837293d	"Ask Bounds," suggested Gloria feebly.		0	2	twenties				en	
0f3de5b7db919e29ce8026336425e6e60104ae4754b6d0eb24be0b1b84c3242f2dcb1baa9f8b7fb1505f2fdcc8655b6a95a0aff3e82a8461d733a2086e11ca91	common_voice_en_41796834.mp3	f47f47d70b4a10d743d5c4a522cfaaaf2b7ea294e6468e3681719fc083ef9e59	The ampulla is specifically located at the major duodenal papilla.		0	2	teens	female_feminine	England English		en	
189783b447bc8e818018f280757764b62b55a873959decd86fc449f80ef5e649e293363deb7bf5ffa347857e38cbb888fbae507b4a6098bc2a71fd6b051a0d7a	common_voice_en_41798394.mp3	f4a39d9da228d6020d16095192d964115f3152524090c708dd5ea739cda681bc	Some single sport conferences also exist, especially for hockey.		0	2	twenties		United States English		en	
14698ee63cabe08b43f0faa93304202d1e6ffeaa2cdf8659d41413ab04292bfe1c0e122d55215c3b6279bf4e851f71c490c562b65733ca3084e7292a05d74d4e	common_voice_en_41798754.mp3	f4cbbb316ec989607731085ab591be049d096cb2d1a10a31ea7f2cb69ee37e8c	Sir Guy Carleton, Clinton's successor, later abolished the organization.		0	2	twenties		Japan English		en	
8ccdac13e1f4288fe2d9bce96d203d2faeaf395ab689e0235bdb71aff11dbefea8c618ffba935bc6afc875b5683396f02edfe9d47836d383fe837ea97eb650b2	common_voice_en_41800292.mp3	f4e80c6f7a41b674c1756334b402161bdf644bbb22d1a95d07e3178096ed851a	Choi is from South Korea.		0	2	twenties	female_feminine	Australian English		en	
b71297ad780f7e967893d5fe4c50c7309aa16726eeccee6fabb3ee882e010d170f7393d9373be562411b8d0a68f220159cf393f198fe4f803673fd6ad9ce986f	common_voice_en_41813460.mp3	f4fffddbec53dfea47cf9eccdd826d69ecf0da3874869450ffaf22f7abcd8808	These uniform symmetries can be represented by coloring differently the cells in each construction.		0	2			United States English,Midwest American English		en	
91b2d037e0ffc1d19057115defea1096ea8f2dce3242a110b4f8bcd0d902efff0a8452fc1e466e0663fe2159d7966a6ae1a86e9da4e61b38725f9e9bd4bb7da8	common_voice_en_41816921.mp3	f4f11803282c9bcd52dd0ad78962f130ad1fdb50c95f281890b48b770c899cc2	There are two bike racks available that can hold up to four bicycles.		0	2	twenties	female_feminine	United States English		en	
b172a1d0b5c952a32ae99697012c0f20ac2716e722280a2fa24fd4cc16c6296cd0a1ff021d5ff493f6c5948953662bef4846ff5c6163c473333e71a25ced2d5a	common_voice_en_41881613.mp3	f563981e56ee8d9e5c253b5e0de1483ce9d4ea2e9eb2707831458e727b4c3479	Diederik Korteweg's father was a judge in 's-Hertogenbosch, Netherlands.		0	2			United States English,southern draw		en	
b172a1d0b5c952a32ae99697012c0f20ac2716e722280a2fa24fd4cc16c6296cd0a1ff021d5ff493f6c5948953662bef4846ff5c6163c473333e71a25ced2d5a	common_voice_en_41881633.mp3	f56597e50bc45dd421767260f6a8108d9e57dcbb89934359d9402d721ffb2f00	Gethsemani is the oldest monastery in the United States that is still operating.		0	2			United States English,southern draw		en	
08190396a5c298331813531d1a832b56d8ffe44aaedcb74d1e99a06de8d2c136224a6c64eb69e59d89c8d2d32c7c0b33508a6eca88ffadfea7238a3caffbd925	common_voice_en_41881663.mp3	f500a8def90b3d3909ab38b4180f807a960da9d1c5d868f5b947ec5508ced2d3	William McEwan Younger, the son of William Younger, was the chairman and managing director.		0	2	fourties	female_feminine	United States English,southern draw		en	
